event_id,label,scenario,baseline_prediction,ordered_prediction,crashguard_prediction,baseline_detection_ms,ordered_detection_ms,crashguard_detection_ms,baseline_confirmation_delay_ms,ordered_confirmation_delay_ms,crashguard_confirmation_delay_ms
SIM-0125,0,pothole,1,0,0,4170,-1,-1,0,-1,-1
SIM-0126,0,pothole,1,0,0,4510,-1,-1,0,-1,-1
SIM-0127,0,pothole,1,0,0,4970,-1,-1,0,-1,-1
SIM-0128,0,pothole,1,0,0,4940,-1,-1,0,-1,-1
SIM-0129,0,pothole,1,0,0,4250,-1,-1,0,-1,-1
SIM-0130,0,pothole,1,0,0,4250,-1,-1,0,-1,-1
SIM-0131,0,pothole,1,0,0,4750,-1,-1,0,-1,-1
SIM-0132,0,pothole,1,0,0,4180,-1,-1,0,-1,-1
SIM-0133,0,pothole,1,0,0,4390,-1,-1,0,-1,-1
SIM-0134,0,pothole,1,0,0,4030,-1,-1,0,-1,-1
SIM-0135,0,pothole,1,0,0,4740,-1,-1,0,-1,-1
SIM-0136,0,pothole,1,0,0,3790,-1,-1,0,-1,-1
SIM-0137,0,pothole,1,0,0,4460,-1,-1,0,-1,-1
SIM-0138,0,pothole,1,0,0,4120,-1,-1,0,-1,-1
SIM-0139,0,pothole,1,0,0,5120,-1,-1,0,-1,-1
SIM-0140,0,pothole,1,0,0,5010,-1,-1,0,-1,-1
SIM-0141,0,pothole,1,0,0,3900,-1,-1,0,-1,-1
SIM-0142,0,pothole,1,0,0,4870,-1,-1,0,-1,-1
SIM-0143,0,pothole,1,0,0,4020,-1,-1,0,-1,-1
SIM-0144,0,pothole,1,0,0,4290,-1,-1,0,-1,-1
SIM-0145,0,pothole,1,0,0,3840,-1,-1,0,-1,-1
SIM-0146,0,pothole,1,0,0,4200,-1,-1,0,-1,-1
SIM-0147,0,pothole,1,0,0,3760,-1,-1,0,-1,-1
SIM-0148,0,pothole,1,0,0,4020,-1,-1,0,-1,-1
SIM-0149,0,pothole,1,0,0,4190,-1,-1,0,-1,-1
SIM-0150,0,speed_breaker,1,0,0,3880,-1,-1,0,-1,-1
SIM-0151,0,speed_breaker,1,0,0,4390,-1,-1,0,-1,-1
SIM-0152,0,speed_breaker,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0153,0,speed_breaker,1,0,0,4680,-1,-1,0,-1,-1
SIM-0154,0,speed_breaker,1,0,0,4300,-1,-1,0,-1,-1
SIM-0155,0,speed_breaker,1,0,0,4390,-1,-1,0,-1,-1
SIM-0156,0,speed_breaker,1,0,0,4580,-1,-1,0,-1,-1
SIM-0157,0,speed_breaker,1,0,0,4170,-1,-1,0,-1,-1
SIM-0158,0,speed_breaker,1,0,0,4610,-1,-1,0,-1,-1
SIM-0159,0,speed_breaker,1,0,0,4170,-1,-1,0,-1,-1
SIM-0160,0,speed_breaker,1,0,0,3890,-1,-1,0,-1,-1
SIM-0161,0,speed_breaker,1,0,0,4980,-1,-1,0,-1,-1
SIM-0162,0,speed_breaker,1,0,0,3650,-1,-1,0,-1,-1
SIM-0163,0,speed_breaker,1,0,0,5000,-1,-1,0,-1,-1
SIM-0164,0,speed_breaker,1,0,0,4710,-1,-1,0,-1,-1
SIM-0165,0,speed_breaker,1,0,0,4980,-1,-1,0,-1,-1
SIM-0166,0,speed_breaker,1,0,0,4410,-1,-1,0,-1,-1
SIM-0167,0,speed_breaker,1,0,0,4900,-1,-1,0,-1,-1
SIM-0168,0,speed_breaker,1,0,0,4720,-1,-1,0,-1,-1
SIM-0169,0,speed_breaker,1,0,0,5130,-1,-1,0,-1,-1
SIM-0170,0,speed_breaker,1,0,0,4850,-1,-1,0,-1,-1
SIM-0171,0,speed_breaker,1,0,0,4010,-1,-1,0,-1,-1
SIM-0172,0,speed_breaker,1,0,0,5000,-1,-1,0,-1,-1
SIM-0173,0,speed_breaker,1,0,0,3990,-1,-1,0,-1,-1
SIM-0174,0,speed_breaker,1,0,0,4750,-1,-1,0,-1,-1
SIM-0175,0,speed_breaker,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0176,0,speed_breaker,1,0,0,4880,-1,-1,0,-1,-1
SIM-0177,0,speed_breaker,1,0,0,3990,-1,-1,0,-1,-1
SIM-0178,0,speed_breaker,1,0,0,3780,-1,-1,0,-1,-1
SIM-0179,0,speed_breaker,1,0,0,4120,-1,-1,0,-1,-1
SIM-0180,0,speed_breaker,1,0,0,4890,-1,-1,0,-1,-1
SIM-0181,0,speed_breaker,1,0,0,3860,-1,-1,0,-1,-1
SIM-0182,0,speed_breaker,1,0,0,3930,-1,-1,0,-1,-1
SIM-0183,0,speed_breaker,1,0,0,4100,-1,-1,0,-1,-1
SIM-0184,0,speed_breaker,1,0,0,5090,-1,-1,0,-1,-1
SIM-0185,0,speed_breaker,1,0,0,4200,-1,-1,0,-1,-1
SIM-0186,0,speed_breaker,1,0,0,4620,-1,-1,0,-1,-1
SIM-0187,0,speed_breaker,1,0,0,3740,-1,-1,0,-1,-1
SIM-0188,0,speed_breaker,1,0,0,4980,-1,-1,0,-1,-1
SIM-0189,0,speed_breaker,1,0,0,4940,-1,-1,0,-1,-1
SIM-0190,0,speed_breaker,1,0,0,3810,-1,-1,0,-1,-1
SIM-0191,0,speed_breaker,1,0,0,5080,-1,-1,0,-1,-1
SIM-0192,0,speed_breaker,1,0,0,5080,-1,-1,0,-1,-1
SIM-0193,0,speed_breaker,1,0,0,4730,-1,-1,0,-1,-1
SIM-0194,0,speed_breaker,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0195,0,speed_breaker,1,0,0,4750,-1,-1,0,-1,-1
SIM-0196,0,speed_breaker,1,0,0,3710,-1,-1,0,-1,-1
SIM-0197,0,speed_breaker,1,0,0,5000,-1,-1,0,-1,-1
SIM-0198,0,speed_breaker,1,0,0,4590,-1,-1,0,-1,-1
SIM-0199,0,speed_breaker,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0200,0,speed_breaker,1,0,0,3880,-1,-1,0,-1,-1
SIM-0201,0,speed_breaker,1,0,0,4580,-1,-1,0,-1,-1
SIM-0202,0,speed_breaker,1,0,0,4760,-1,-1,0,-1,-1
SIM-0203,0,speed_breaker,1,0,0,4960,-1,-1,0,-1,-1
SIM-0204,0,speed_breaker,1,0,0,4180,-1,-1,0,-1,-1
SIM-0205,0,speed_breaker,1,0,0,4540,-1,-1,0,-1,-1
SIM-0206,0,speed_breaker,1,0,0,4260,-1,-1,0,-1,-1
SIM-0207,0,speed_breaker,1,0,0,4320,-1,-1,0,-1,-1
SIM-0208,0,speed_breaker,1,0,0,4750,-1,-1,0,-1,-1
SIM-0209,0,speed_breaker,1,0,0,3740,-1,-1,0,-1,-1
SIM-0210,0,speed_breaker,1,0,0,4620,-1,-1,0,-1,-1
SIM-0211,0,speed_breaker,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0212,0,speed_breaker,1,0,0,3880,-1,-1,0,-1,-1
SIM-0213,0,speed_breaker,1,0,0,4820,-1,-1,0,-1,-1
SIM-0214,0,speed_breaker,1,0,0,3890,-1,-1,0,-1,-1
SIM-0215,0,speed_breaker,1,0,0,3780,-1,-1,0,-1,-1
SIM-0216,0,speed_breaker,1,0,0,4690,-1,-1,0,-1,-1
SIM-0217,0,speed_breaker,1,0,0,4190,-1,-1,0,-1,-1
SIM-0218,0,speed_breaker,1,0,0,4150,-1,-1,0,-1,-1
SIM-0219,0,speed_breaker,1,0,0,3720,-1,-1,0,-1,-1
SIM-0220,0,speed_breaker,1,0,0,3770,-1,-1,0,-1,-1
SIM-0221,0,speed_breaker,1,0,0,5060,-1,-1,0,-1,-1
SIM-0222,0,speed_breaker,1,0,0,4250,-1,-1,0,-1,-1
SIM-0223,0,speed_breaker,1,0,0,4990,-1,-1,0,-1,-1
SIM-0224,0,speed_breaker,1,0,0,4100,-1,-1,0,-1,-1
SIM-0225,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0226,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0227,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0228,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0229,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0230,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0231,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0232,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0233,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0234,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0235,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0236,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0237,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0238,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0239,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0240,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0241,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0242,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0243,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0244,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0245,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0246,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0247,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0248,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0249,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0250,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0251,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0252,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0253,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0254,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0255,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0256,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0257,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0258,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0259,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0260,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0261,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0262,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0263,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0264,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0265,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0266,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0267,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0268,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0269,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0270,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0271,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0272,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0273,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0274,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0275,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0276,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0277,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0278,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0279,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0280,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0281,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0282,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0283,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0284,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0285,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0286,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0287,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0288,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0289,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0290,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0291,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0292,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0293,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0294,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0295,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0296,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0297,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0298,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0299,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0300,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0301,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0302,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0303,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0304,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0305,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0306,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0307,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0308,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0309,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0310,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0311,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0312,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0313,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0314,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0315,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0316,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0317,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0318,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0319,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0320,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0321,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0322,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0323,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0324,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0325,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0326,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0327,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0328,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0329,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0330,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0331,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0332,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0333,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0334,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0335,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0336,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0337,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0338,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0339,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0340,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0341,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0342,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0343,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0344,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0345,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0346,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0347,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0348,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0349,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0350,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0351,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0352,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0353,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0354,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0355,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
SIM-0356,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
