event_id,label,scenario,baseline_prediction,ordered_prediction,crashguard_prediction,baseline_detection_ms,ordered_detection_ms,crashguard_detection_ms,baseline_confirmation_delay_ms,ordered_confirmation_delay_ms,crashguard_confirmation_delay_ms
FRESH-02-29,0,speed_breaker,1,0,0,4830,-1,-1,0,-1,-1
FRESH-03-00,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-01,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-02,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-03,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-04,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-05,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-06,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-07,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-08,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-09,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-10,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-11,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-12,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-13,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-14,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-15,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-16,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-17,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-18,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-19,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-20,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-21,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-22,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-23,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-24,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-25,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-26,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-27,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-28,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-03-29,0,hard_brake,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-00,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-01,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-02,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-03,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-04,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-05,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-06,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-07,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-08,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-09,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-10,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-11,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-12,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-13,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-14,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-15,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-16,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-17,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-18,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-19,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-20,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-21,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-22,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-23,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-24,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-25,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-26,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-27,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-28,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-04-29,0,sharp_turn,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-05-00,0,parked_tipover,1,0,0,4970,-1,-1,0,-1,-1
FRESH-05-01,0,parked_tipover,1,0,0,4710,-1,-1,0,-1,-1
FRESH-05-02,0,parked_tipover,1,0,0,5160,-1,-1,0,-1,-1
FRESH-05-03,0,parked_tipover,1,0,0,4310,-1,-1,0,-1,-1
FRESH-05-04,0,parked_tipover,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-05-05,0,parked_tipover,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-05-06,0,parked_tipover,1,0,0,4050,-1,-1,0,-1,-1
FRESH-05-07,0,parked_tipover,1,0,0,4680,-1,-1,0,-1,-1
FRESH-05-08,0,parked_tipover,1,0,0,4090,-1,-1,0,-1,-1
FRESH-05-09,0,parked_tipover,1,0,0,4360,-1,-1,0,-1,-1
FRESH-05-10,0,parked_tipover,1,0,0,4240,-1,-1,0,-1,-1
FRESH-05-11,0,parked_tipover,1,0,0,3870,-1,-1,0,-1,-1
FRESH-05-12,0,parked_tipover,1,0,0,4350,-1,-1,0,-1,-1
FRESH-05-13,0,parked_tipover,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-05-14,0,parked_tipover,1,0,0,4950,-1,-1,0,-1,-1
FRESH-05-15,0,parked_tipover,1,0,0,5030,-1,-1,0,-1,-1
FRESH-05-16,0,parked_tipover,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-05-17,0,parked_tipover,1,0,0,4100,-1,-1,0,-1,-1
FRESH-05-18,0,parked_tipover,1,0,0,4120,-1,-1,0,-1,-1
FRESH-05-19,0,parked_tipover,1,0,0,4840,-1,-1,0,-1,-1
FRESH-05-20,0,parked_tipover,1,0,0,4410,-1,-1,0,-1,-1
FRESH-05-21,0,parked_tipover,1,0,0,4530,-1,-1,0,-1,-1
FRESH-05-22,0,parked_tipover,1,0,0,3920,-1,-1,0,-1,-1
FRESH-05-23,0,parked_tipover,1,0,0,4360,-1,-1,0,-1,-1
FRESH-05-24,0,parked_tipover,1,0,0,4260,-1,-1,0,-1,-1
FRESH-05-25,0,parked_tipover,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-05-26,0,parked_tipover,1,0,0,4690,-1,-1,0,-1,-1
FRESH-05-27,0,parked_tipover,1,0,0,4580,-1,-1,0,-1,-1
FRESH-05-28,0,parked_tipover,1,0,0,3910,-1,-1,0,-1,-1
FRESH-05-29,0,parked_tipover,1,0,0,4900,-1,-1,0,-1,-1
FRESH-06-00,0,impact_recovery,1,0,0,4560,-1,-1,0,-1,-1
FRESH-06-01,0,impact_recovery,1,0,0,4780,-1,-1,0,-1,-1
FRESH-06-02,0,impact_recovery,1,0,0,5130,-1,-1,0,-1,-1
FRESH-06-03,0,impact_recovery,1,0,0,4270,-1,-1,0,-1,-1
FRESH-06-04,0,impact_recovery,1,0,0,4280,-1,-1,0,-1,-1
FRESH-06-05,0,impact_recovery,1,0,0,4970,-1,-1,0,-1,-1
FRESH-06-06,0,impact_recovery,1,0,0,4050,-1,-1,0,-1,-1
FRESH-06-07,0,impact_recovery,1,0,0,4980,-1,-1,0,-1,-1
FRESH-06-08,0,impact_recovery,1,0,0,4940,-1,-1,0,-1,-1
FRESH-06-09,0,impact_recovery,1,0,0,4570,-1,-1,0,-1,-1
FRESH-06-10,0,impact_recovery,1,0,0,4760,-1,-1,0,-1,-1
FRESH-06-11,0,impact_recovery,1,0,0,4730,-1,-1,0,-1,-1
FRESH-06-12,0,impact_recovery,1,0,0,4870,-1,-1,0,-1,-1
FRESH-06-13,0,impact_recovery,1,0,0,4640,-1,-1,0,-1,-1
FRESH-06-14,0,impact_recovery,1,0,0,4850,-1,-1,0,-1,-1
FRESH-06-15,0,impact_recovery,1,0,0,3820,-1,-1,0,-1,-1
FRESH-06-16,0,impact_recovery,1,0,0,3950,-1,-1,0,-1,-1
FRESH-06-17,0,impact_recovery,1,0,0,4050,-1,-1,0,-1,-1
FRESH-06-18,0,impact_recovery,1,0,0,3890,-1,-1,0,-1,-1
FRESH-06-19,0,impact_recovery,1,0,0,4560,-1,-1,0,-1,-1
FRESH-06-20,0,impact_recovery,1,0,0,4590,-1,-1,0,-1,-1
FRESH-06-21,0,impact_recovery,1,0,0,4380,-1,-1,0,-1,-1
FRESH-06-22,0,impact_recovery,1,0,0,3930,-1,-1,0,-1,-1
FRESH-06-23,0,impact_recovery,1,0,0,4590,-1,-1,0,-1,-1
FRESH-06-24,0,impact_recovery,1,0,0,4610,-1,-1,0,-1,-1
FRESH-06-25,0,impact_recovery,1,0,0,4610,-1,-1,0,-1,-1
FRESH-06-26,0,impact_recovery,1,0,0,3760,-1,-1,0,-1,-1
FRESH-06-27,0,impact_recovery,1,0,0,4900,-1,-1,0,-1,-1
FRESH-06-28,0,impact_recovery,1,0,0,5140,-1,-1,0,-1,-1
FRESH-06-29,0,impact_recovery,1,0,0,4920,-1,-1,0,-1,-1
FRESH-07-00,1,crash_lowside,1,0,1,4230,-1,6490,0,-1,2260
FRESH-07-01,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-02,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-03,1,crash_lowside,1,0,1,4940,-1,7260,0,-1,2320
FRESH-07-04,1,crash_lowside,1,0,1,3980,-1,6290,0,-1,2310
FRESH-07-05,1,crash_lowside,1,0,1,4720,-1,7030,0,-1,2310
FRESH-07-06,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-07,1,crash_lowside,1,0,1,4250,-1,6580,0,-1,2330
FRESH-07-08,1,crash_lowside,1,0,1,4370,-1,6700,0,-1,2330
FRESH-07-09,1,crash_lowside,1,0,0,3980,-1,-1,0,-1,-1
FRESH-07-10,1,crash_lowside,1,0,0,4300,-1,-1,0,-1,-1
FRESH-07-11,1,crash_lowside,1,0,1,4190,-1,6440,0,-1,2250
FRESH-07-12,1,crash_lowside,1,0,0,5060,-1,-1,0,-1,-1
FRESH-07-13,1,crash_lowside,1,0,0,4160,-1,-1,0,-1,-1
FRESH-07-14,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-15,1,crash_lowside,1,0,0,3800,-1,-1,0,-1,-1
FRESH-07-16,1,crash_lowside,1,0,0,4150,-1,-1,0,-1,-1
FRESH-07-17,1,crash_lowside,1,0,1,4710,-1,6960,0,-1,2250
FRESH-07-18,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-19,1,crash_lowside,1,0,1,4930,-1,8300,0,-1,3370
FRESH-07-20,1,crash_lowside,1,0,1,4970,-1,7300,0,-1,2330
FRESH-07-21,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-22,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-23,1,crash_lowside,1,0,0,5060,-1,-1,0,-1,-1
FRESH-07-24,1,crash_lowside,1,0,1,3940,-1,6220,0,-1,2280
FRESH-07-25,1,crash_lowside,1,0,0,4900,-1,-1,0,-1,-1
FRESH-07-26,1,crash_lowside,0,0,0,-1,-1,-1,-1,-1,-1
FRESH-07-27,1,crash_lowside,1,0,1,3840,-1,6080,0,-1,2240
FRESH-07-28,1,crash_lowside,1,0,1,5080,-1,7350,0,-1,2270
FRESH-07-29,1,crash_lowside,1,0,0,4150,-1,-1,0,-1,-1
FRESH-08-00,1,crash_highside,1,0,1,4110,-1,6430,0,-1,2320
FRESH-08-01,1,crash_highside,1,0,1,3740,-1,6100,0,-1,2360
FRESH-08-02,1,crash_highside,1,1,1,4680,7770,7020,0,3070,2340
FRESH-08-03,1,crash_highside,1,0,1,4380,-1,6730,0,-1,2350
FRESH-08-04,1,crash_highside,1,0,1,4060,-1,6320,0,-1,2260
FRESH-08-05,1,crash_highside,1,0,1,4150,-1,6460,0,-1,2310
FRESH-08-06,1,crash_highside,1,1,1,4500,7610,6840,0,3090,2340
FRESH-08-07,1,crash_highside,1,0,1,4810,-1,7150,0,-1,2340
FRESH-08-08,1,crash_highside,1,1,1,4960,8100,7310,0,3100,2350
FRESH-08-09,1,crash_highside,1,1,1,4440,7630,6810,0,3170,2370
FRESH-08-10,1,crash_highside,1,0,1,3760,-1,6020,0,-1,2260
FRESH-08-11,1,crash_highside,1,1,1,4130,7270,6480,0,3120,2350
FRESH-08-12,1,crash_highside,1,0,1,4500,-1,6850,0,-1,2350
FRESH-08-13,1,crash_highside,1,0,1,4490,-1,6790,0,-1,2300
FRESH-08-14,1,crash_highside,1,1,1,5020,8130,7340,0,3090,2320
FRESH-08-15,1,crash_highside,1,1,1,3820,7000,6190,0,3160,2370
FRESH-08-16,1,crash_highside,1,0,1,4250,-1,6570,0,-1,2520
FRESH-08-17,1,crash_highside,1,0,1,4440,-1,6800,0,-1,2360
FRESH-08-18,1,crash_highside,1,1,1,4070,7140,6380,0,3050,2310
FRESH-08-19,1,crash_highside,1,0,1,4370,-1,6700,0,-1,2330
FRESH-08-20,1,crash_highside,1,0,1,5030,-1,7380,0,-1,2350
FRESH-08-21,1,crash_highside,1,1,1,4340,7510,6680,0,3140,2340
FRESH-08-22,1,crash_highside,1,1,1,4490,7680,6860,0,3140,2370
FRESH-08-23,1,crash_highside,1,0,1,4720,-1,7080,0,-1,2360
FRESH-08-24,1,crash_highside,1,0,1,4980,-1,7300,0,-1,2320
FRESH-08-25,1,crash_highside,1,1,1,4510,7790,6810,0,3250,2400
FRESH-08-26,1,crash_highside,1,1,1,3910,7150,6280,0,3220,2370
FRESH-08-27,1,crash_highside,1,0,1,4890,-1,7210,0,-1,2320
FRESH-08-28,1,crash_highside,1,0,1,3780,-1,6110,0,-1,2330
FRESH-08-29,1,crash_highside,1,1,1,3950,7040,6270,0,3080,2320
